lat,lngitude,name,count
34.35427,-84.05168,SR 9E  Lumpkin Campground Rd. /Dawson Forrest Rd.,1
32.29057,-90.07133,MS 475  Airport Rd. /Old Brandon Rd.,0
43.72846,-70.42525,US 202/Rte. 4/Rte. 237,0
39.52092,-76.35262,Tollgate Rd./Marketplace Dr.,0
39.21141,-76.87041,Banneker Rd./Cul-de-sac,0
39.0361,-95.6231,Rice Rd./I-70 WB Ramps/Sycamore Dr.,0
39.0319,-95.6232,Rice Rd./I-70 EB Ramps/Cyprus Drive,0
42.885,-72.5567,Rte. 9/Rte. 5,0
39.88715,-74.74104,US 206/NJ 70  Red Lion Circle ,0
39.71903,-105.1484,Arbutus Dr./Red Rocks Community College,0
31.2165,-81.3755,Frederica Rd./Lawrence Rd.,0
38.91214,-77.05065,Sheridan Circle  Mass Ave./23rd St./R St. ,0
38.94892,-77.10097,Westmoreland Circle  Mass. Ave./Dalecarlia Pkwy/Western Ave. ,0
38.94733,-77.0219,Sherman Circle  Kansas Ave./Illinois Ave./Crittenden St. ,0
38.94312,-77.01926,Grant Circle  New Hampshire Ave./Illinois Ave./Varnum St./NW 5th St. ,0
37.89015,-122.2724,Marin Ave./Los Angeles Ave./Del Norte St./Arlington Ave.,0
39.48198,-76.32751,Tollgate Rd./Montrose Way,0
39.46859,-76.32162,Tollgate Rd./Westover Ln./Crisfield Dr.,0
51.05031,-115.3137,Three Sisters Pkwy./Stewart Creek Dr.,0
37.28319,-107.869,Florida Rd./Riverview Dr.,0
37.2794,-107.8594,CR 238/Fort Lewis Dr./College Dr.,0
37.23677,-107.8205, Mercy Regional Medical Center ring road / unknown ,0
36.34183,-119.2878,Houston Ave./Santa Fe St./NE 3rd Ave.,0
37.23339,-107.8231, Mercy Regional Medical Center entrance drive / ring road ,0
39.97366,-86.14984,Old Meridian St./Grand Blvd.,0
47.53467,-122.6273,Mile Hill Dr.  Hwy 166 /Bethel Ave.,0
42.97052,-73.80057,Rte 67  Dunning St. /I-87 NB Ramps,0
37.6436,-120.9874,La Loma/James St./G St.,0
47.56776,-122.0998,W. Lake Sammamish Pkwy. SE/Lakemont Blvd. SE,0
30.42957,-84.21212,Sutor Road/Old Sutor Road,0
27.2553,-80.30157,SE Westmoreland Blvd./Pine Valley St.,0
27.44907,-80.32326,Avenue A/N. Indian River Dr.,0
42.97027,-73.80322,Rte 67  Dunning St. /I-87 SB Ramps,0
42.97116,-73.79296,Rte 67  Dunning St. /US 9,0
40.25703,-111.6681,Riverside Ave./W 1720 North,0
39.19095,-76.83787,Cradlerock Way/Homespun Dr.,0
42.97073,-73.79816,Rte 67  Dunning St. /Kelch Dr./Blacksmith Dr.  Malta Commons ,0
45.48518,-73.76222,Ave. Marie-Curie/Blvd. Alfred Nobel,0
45.4228,-122.5124,SE 147th Ave./Oregon Trail Dr./Hines Dr./Sieben Pkwy.,0
33.56715,-111.895,E. Via Linda/N. 87th St.,0
40.41048,-105.0114,McWhinney Blvd./Hahns Peak Dr./Grays Peak Dr.,0
42.63682,-83.74883,Hartland Rd./Rovey Dr.,0
45.40958,-75.7288,Bayview Rd./Slidell St./Burnside Ave.,0
38.5621,-121.7585,Anderson Rd./Alvarado Ave.,0
33.56711,-111.8956,E. Via Linda/E. San Rafael Dr.,0
40.8716,-124.087,12th St./I St.,0
41.83181,-73.22543,Rte. 4/Rte. 63,0
42.69743,-83.11135,Tienken Rd./Runyon Rd./Washington Rd.,0
40.8726,-124.0878,13th St./J St.,0
41.35976,-72.63807,Rte. 80/Rte. 79,0
36.1935,-115.3007,Village Center Dr./Meadow Hills Dr.,0
33.56832,-111.8988,E. Via Linda/N. 84th St.,0
41.34284,-72.09972,Shaw St./Howard St./Willets Ave.,0
33.5677,-111.901,E. Via Linda/N. 83rd Pl.,0
47.22188,-122.5579,Grandview Dr./Olympic Blvd.,0
46.18497,-119.1804,27th Ave./Union St./Southridge Blvd/W Creekstone Dr.,0
38.95905,-95.25105,West Campus Rd./Jayhawk Blvd./Crescent Rd.,0
41.76721,-72.33688,Daly Rd./South St.,0
39.47601,-80.13599,WV 273/Haymond St.,0
33.49311,-111.9283,N. Marshall Way/E. Main St.,0
33.49802,-111.929,N. Marshall Way/E. 5th Ave.,0
34.59233,-112.4258,SR 89/Willow Lake Rd.,0
31.4283,-109.8923,Bisbee Rd./SR 80/SR 92,0
41.94362,-74.0284,I-587/Rte. 28/I-87/Washington Ave.,0
39.21087,-96.61885,Gary Ave./Candlewood Dr.,0
28.67359,-81.20439,Franklin St./Geneva Dr./Division St.,0
47.51336,-122.257,61st Ave. S/S. Norfolk St.,0
39.32134,-120.1626,Brockway Rd./Martis Valley Rd.,0
27.94497,-82.44576,13th St./4th Ave.,0
27.97752,-82.82709,SR 60/Coronado Dr.  SR 699 /Mandalay Ave./Poinsettia Ave.  Gateway Roundabout ,0
44.02886,-121.3213,Brookswood Blvd./Powers Rd.,0
47.65774,-122.3485,Linden Ave. N/N. 42nd St.,0
47.58301,-122.3878,44th Ave. SW/SW College St.,0
47.52648,-122.3712,30th Ave. SW/SW Cloverdale St.,0
38.94105,-95.29808,24th Pl./Inverness Dr.,0
38.9413,-95.28875,24th Pl./Crossgate Dr.,0
40.41889,-104.8499,Promontory Cir./W. 11th St.,0
38.95003,-95.23283,E. 19th St./Barker Ave.,0
26.537,-80.1641,Hagen Ranch Rd./Majestic Palm Dr./Palm Isles Dr.,0
47.57318,-122.3857,42nd Ave. SW/SW Hinds St.,0
33.75302,-112.3308,N Sunrise Point/Sunset Point,0
25.70536,-80.26083,Sunset Rd  SW 72nd St /LeJeune Rd  SW 42nd Ave /Cocoplum Rd/Old Cutler Rd,0
33.40279,-111.9879,E. Cotton Center Blvd./S. 44th Pl.,0
33.37162,-111.9741,Pointe Pkwy./S. 48th St.,0
40.41505,-104.8509,Promontory Cir./W. 16th St.,0
47.51166,-122.2571,61st Ave. S/S. Cooper St.,0
40.41138,-104.852,Promontory Cir./Con Agra Dr.,0
26.541,-80.1638,Hagen Ranch Rd./Treviso Ln.,0
38.05907,-78.71125,Old Trail Dr./ unknown  2 ,0
40.40869,-104.8512,Promontory Cir./W. 18th St.,0
47.61153,-122.3102,17th Ave. E./E. Spring St.,0
38.05766,-78.71016,Old Trail Dr./Golf Dr.,0
47.57122,-122.3825,40th Ave. SW/SW Manning St.,0
33.48775,-112.1084,23rd Ave./W. Osborn Rd.,0
40.41203,-104.8584,W. 18th St./unknown,0
47.71572,-122.2981,28th Ave. NE/NE Hiram Pl./NE 120th St.,0
47.59557,-122.3012,24th Ave. S/S. Dearborn St.,0
33.5751,-112.0736,E. Mountain View Rd./N. Central Ave.,0
39.20168,-96.63786,Kimball Ave./Grand Mere Pkwy.,0
38.93745,-95.2981,Sunflower Park Rd/Inverness Dr,0
38.64415,-90.55331,Schoettler Valley Dr./Highcroft Dr.,0
40.41524,-104.8554,W. 16th St./ unknown ,0
38.0794,-97.9134,23rd Ave./Severence St.,0
38.25832,-95.24861,US 59/US 169,0
47.52286,-122.3753,34th Ave. SW/SW Henderson St.,0
33.46978,-112.3519,W. Palmilla Blvd./W. Alvarado Dr.,0
47.10438,-119.2786,Yonezawa Blvd./S. Division St./W. Belmont Ave.,0
33.51643,-112.3287,Wigwam Creek Blvd./N. Rattler Way,0
40.41253,-105.0185,Plum Creek Dr./Piney River Dr.,0
33.53864,-111.9293,Indian Bend Rd./70th St.,0
38.95251,-94.84398,Prairie Star Pkwy/Montecello Rd.,0
38.62133,-94.85551,K-68/Old Kansas City Rd./Hedge Ln.,0
33.517,-111.9893,N. 43rd St./E. Stanford Dr.,0
47.59556,-122.3001,25th Ave. S/S. Dearborn St.,0
47.59555,-122.2988,26th Ave. S/S. Dearborn St.,0
32.71704,-97.44314,Weatherford Traffic Circle  US 377/TX 183/Camp Bowie Blvd. ,0
32.69902,-97.36044,Bluebonnet Circle  W. Biddson St./Park Ridge Blvd./S. University Dr. ,0
61.16636,-149.8578,Dowling Rd./New Seward Hwy SB Ramps,0
32.87954,-84.09019,SR 7-US 341/SR 74,0
37.23389,-107.6021,CR 501/Bayfield Center Drive,0
47.84863,-122.0058,SR 522 EB Ramps/164th St. SE/Tester Rd.,0
38.872,-94.7943,Sheridan Rd./Rogers Rd.,0
38.8727,-94.7973,Sheridan Rd./Ridgeview Rd./Dennis Ave.,0
38.8702,-94.7925,Sheridan Rd./Clairborne Rd.,0
39.21016,-94.70027,MO 45  Tom Watson Pkwy. /National Dr.,0
40.64572,-111.495,Rte 224  Deer Valley Drive /Heber Avenue/Marsac Avenue,0
45.03317,-93.03062,Kennard St./Legacy Pkwy.,0
33.68941,-111.9935,Aviano Way/ unknown ,0
32.43125,-90.14893,Old Agency Rd/Highland Colony Pkwy,0
36.08978,-80.43072,Concord Church Rd./US 421 SB Ramp/Williams Rd.,0
36.02653,-80.34301,Fraternity Church Rd./Hope Church Rd.,0
39.53187,-104.883,Ridgegate Pkwy./Ridgegate Cir./Commons St.,0
39.52945,-104.8745,Ridgegate Pkwy./Ridgegate Cir./Park Meadows Blvd.,0
33.41839,-112.2785,S. Melon Ln./W. Country Place Blvd.,0
38.98607,-95.28841,Monterey Way/Peterson Rd.,0
47.59209,-122.299,26th Ave. S/S. Judkins St.,0
36.16057,-95.86876,E. Admiral Pl./Mingo Rd.,0
39.05662,-95.76134,Wanamaker Rd./SW 6th Ave.,0
47.59301,-122.3012,24th Ave. S/S. Norman St.,0
33.37556,-112.1029,South 20th Drive./ none ,0
36.1808,-115.3137,Town Center Dr./Canyon Run Dr./Banburry Cross Dr.,0
36.1406,-115.3209,Desert Primrose Ln./Desert Marigold Ln./Blue Willow Ln.,0
36.1407,-115.3312,Desert Primrose Ln./Spotted Leaf Ln./Pavillion Center Dr.,0
36.133,-115.3304,Havenwood Ave./Spotted Leaf Ln./Golden Willow,0
35.97713,-115.111,Grand Hills Dr./Rio Secoo Golf Club,0
39.0145,-95.7809,SW 29th St./Urish Rd.,0
38.14261,-78.18947,James Madison Hwy/N. Main St./Spotswood Trl.,0
44.5909,-88.0843,Lineville Rd.  CTH M /Cardinal Ln.  CTH EB ,0
44.5908,-88.0888,Lineville Rd.  CTH M /Rockwell Ln.,0
40.52518,-111.8534,1300 East/Pioneer Rd,0
40.27531,-111.7048,1200 South/400 West,0
40.52863,-111.8818,300 East/12200 South,0
40.22177,-111.6623,200 West  Freedom Blvd. /920 South,0
40.26043,-111.666,550 West/1950 North,0
40.28282,-111.6631,3700 North/300 West,0
40.2447,-111.6828,1375 West/820 North,0
40.26074,-111.7042,2000 South/Sandhill Rd.,0
37.10812,-113.5835,Tabernacle Rd./Main St.,0
37.05939,-113.5835,E. Brigham Rd./I-15 NB Ramps,0
40.7304,-111.5504,Kilby Rd./Factory Outlet Parking,0
40.27592,-111.7129,S 800 W/College Dr./Sandhill Rd.  UVSC South Entrance ,0
36.1521,-86.79163,Demonbreun St./16th Ave./Division St./Music Square E.,0
47.59217,-122.2955,29th Ave. S/S. Judkins St.,0
47.62016,-122.2923,31st Ave. E/E. Denny St.,0
39.69595,-76.08018,MD 273  Rising Sun Rd. /MD 276  Jacob Tome Memorial Hwy. ,0
39.33768,-77.6395,MD 17/MD 180,0
39.32467,-77.34974,MD 80/Sugarloaf Pkwy./Bennett Creek Blvd.,0
39.48848,-76.21669,MD 7/Holly Oaks Drive,0
39.6722,-76.4093,MD 165/MD 24,0
33.58976,-111.8566,N. 104th St./E. Cholla St.,0
39.14562,-76.90418,MD 216/US 29 SB Ramps,0
39.14476,-76.89799,MD 216/US 29 NB Ramps/Ice Crystal Dr.,0
39.26463,-75.86641,MD 291/US 301 SB Ramps,0
39.26386,-75.8626,MD 291/US 301 NB Ramps,0
33.50954,-111.929,N. 70th Pl./E. Chaparral Rd.,1
38.87737,-76.78108,MD 193  Watkins Park Dr. /Oak Grove Rd.,0
47.29863,-122.2928,Weyerhaeuser Way S/33rd Pl S/32nd Dr. S,0
40.45012,-111.7815,Canyon Crest Rd./200 West,0
38.84986,-76.95789,MD 637  Naylor Rd. /Oxon Run Dr.,3
38.97871,-76.28938,MD 18/Castle Marina Rd.,0
46.22221,-119.1511,Columbia Park Drive  1,0
46.22223,-119.1463,Columbia Park Drive  2,0
58.29718,-134.4328,Douglas Hwy/North Douglas Hwy,0
47.72867,-122.3383,Densmore Ave. N/N 137th St.,0
40.56555,-112.3031,W 2000 N/N 70 W,0
41.01303,-72.31309,Tyndall Road/Rte. 114  Ferry Rd. ,0
41.27431,-95.99039,N Saddle Creek Rd./Country Club Ave./Seward St./50th St./Happy Hollow Rd.,0
47.06905,-122.7709,Marvin Rd./Britton Pkwy.,0
47.7091,-121.9844,SR 203  Carnation-Duvall Rd. /124th St./Novelty Hill,0
47.35843,-122.6126,Borgen Blvd./SR 16 NB Ramps/Burnham Dr.,0
47.10387,-119.2573,Yonezawa Blvd./Clover Dr./Kittleson Rd.,0
47.10454,-119.2706,Yonezawa Blvd./Leanne Ave.,0
47.65116,-122.3486,Linden Ave. N/N. 36th St.,0
47.65051,-122.3387,Woodlawn Ave. N/N. 36th St.,0
47.61154,-122.3089,18th Ave. E./E. Spring St.,0
47.6289,-122.3488,4th Ave. N/N. Prospect St.,0
33.60395,-111.9215,N. 74th St./E. Sweetwater Ave.,0
43.51809,-80.18253,Summerfield Dr./Colonial Dr.,0
38.06978,-84.55798,Old Frankfort Pike/Alexandria Dr.,0
40.64849,-74.35027,NJ 28/E. Broad St.  Westfield Circle ,0
30.17073,-92.03625,Settlers Trace/River Ranch Dr.,0
40.94127,-73.97681,Madison Ave./Knickerbocker Rd.  Monument ,0
39.09924,-84.71848,North Bend Rd./Graves Rd.,0
47.65912,-122.3302,Sunnyside Ave. N/N. 43rd St.,0
42.71625,-84.42687,Hamilton Rd./Marsh Rd.,0
42.64745,-84.64297,East Rd./Creyts Rd.,0
38.5516,-121.7201,5th St./Cantrill Dr.,0
38.6682,-121.7471,Gum Ave./Bourn Dr.,0
38.5683,-121.7263,Moore Blvd./Rockwell Dr.,0
38.5649,-121.7186,Moore Blvd./Wright Blvd.,0
61.12706,-149.9259,Southport Dr./Maritime Loop/Washington Ave.,0
47.69499,-122.3271,2nd Ave. NE/NE 91st St.,0
38.63523,-90.51449,MO 141 SB Ramps/Woods Mill Rd.,0
39.48999,-76.32914,Tollgate Rd./Wheel Rd.,0
36.62003,-88.31861,Gilbert Groves Dr./Murray State University parking lot,0
39.13631,-86.50819,High St./Winslow Rd./Rogers Rd.,0
33.0647,-117.2962,Leucadia Blvd/Hymettus Ave,0
42.96991,-73.80676,Rte 67  Dunning St. /State Farm Pl.,0
33.06482,-117.3001,Leucadia Blvd/Hermes Ave,0
40.50926,-88.9842,Beaufort St./North St.,1
30.55541,-81.44933,SR A1A/Beachwood Rd.,0
28.9072,-81.9825,Buena Vista Blvd./Old Mill Run,0
28.91829,-81.9694,Morse Blvd./Mariposa Way/Mission Hills Run,0
43.00616,-81.27515,Lambton Dr./Oxford Dr.,0
30.55425,-81.44608,Beach Walker Rd./Beachwood Rd.,0
40.91742,-97.10029,7th St./6th Ave./8th Ave.,0
41.82755,-87.8515,Grand Blvd./Washington St.,0
37.05999,-113.5856,E. Brigham Rd./I-15 SB Ramps/Pioneer Rd.,0
47.6232,-122.3047,21st Ave. E/E. Republican St.,0
27.9897,-82.8266,Mandalay Ave./Acacia St.,0
26.5652,-80.1556,Hagen Ranch Rd./Charleston Shores Blvd.,0
26.5466,-80.1639,Hagen Ranch Rd./Gateway Blvd./Aberdeen Lakes Rd.,0
26.5565,-80.1571,Hagen Ranch Rd./Le Chalet Blvd.,0
26.46919,-80.1367,Lake Ida Rd./Via Flora Dr.,0
30.55717,-81.45006,SR A1A/Amelia Island Plantation,0
39.61832,-104.9692,Franklin St./Cherryville Rd.,0
39.61682,-104.9134,S. Monaco St./E. Berry Ave.,0
39.61319,-104.9135,S. Monaco St./E. Dorado Ave.,0
39.61199,-104.9135,S. Monaco St./E. Dorado Pl.,0
39.61082,-104.9135,S. Monaco St./E. Ida Ave.,0
39.61501,-104.9135,S. Monaco St./E. Powers Ave.,0
39.61977,-104.9135,S. Monaco St./E. Prentice Pl.,0
39.61015,-104.848,Peoria St./Cherry Creek Dr.,0
39.72717,-105.1994,Jefferson County Pkwy./Civic Center,0
39.63865,-105.1286,S. Simms St./W. Quincy Ave.,0
39.89222,-104.9927,Melody Dr./Kennedy Dr.,0
39.59515,-104.9977,Elati St./Arapahoe Rd.,0
39.59236,-104.9977,Elati St./Briarwood St.,0
40.40924,-105.0023,Rocky Mountain Ave./Foxtrail Dr.,0
40.41059,-105.0023,Rocky Mountain Ave./McWhinney Blvd.,0
43.02698,-87.9177,S. 6th St./W. Virginia St./Florida St.,0
46.19768,-119.1967,12th Ave./Irving St.,0
47.35959,-122.6064,Borgen Blvd./51st,0
47.35868,-122.6161,Borgen Blvd./SR 16 SB Ramps,0
47.40843,-122.2812,S. 216th St./42nd Ave. S/40th Pl. S,0
33.58953,-111.9355,N. 68th St./E. Cholla St.,0
47.06717,-122.7682,Marvin Rd./Hawks Prairie Commercial Blvd.,0
47.61554,-122.0518,NE Inglewood Hill/216th Ave. NE,0
47.20565,-122.5689,Grandview Dr./56th St. W,1
47.20033,-122.5689,Grandview Dr./62nd Ct. W/Park Entrance,0
47.21334,-122.5688,Grandview Dr./Bristonwood Dr./48th St. W,0
47.21093,-122.5688,Grandview Dr./Cirque Dr.,0
44.38025,-89.84447,STH 54  2nd Ave. /Gaynor Ave./17th Ave.,0
46.61242,-120.5187,N. 5th Ave./Fruitdale Blvd.,0
44.056,-121.2938,NE 8th St./9th St./Franklin Ave.,0
33.71299,-112.1146,I-17 NB Ramps/Happy Valley Road,0
33.71301,-112.12,Happy Valley Rd./I-17 SB Ramps,0
34.72098,-92.38181,36th St./Romine Rd./West Rd.,0
40.01294,-105.2916,Arapahoe Ave./4th St.,0
40.01295,-105.2892,Arapahoe Ave./5th St.,0
40.02675,-105.2784,Balsam Ave./14th St.,0
40.02675,-105.2766,Balsam Ave./15th St.,0
40.03106,-105.2856,Evergreen Ave./9th St.,0
40.03098,-105.2395,Kings Ridge Blvd./Edison Ave.,0
40.03237,-105.2396,Kings Ridge Blvd./Franklin Dr.,0
40.02176,-105.2886,Maxwell Ave./6th St.,0
40.01571,-105.2905,Pearl St./4th St.,0
40.01501,-105.2939,Pearl St./Mid-Block,0
40.02072,-105.2767,Pine St./15th St.,0
40.02126,-105.2741,Pine St./17th St.,0
39.19548,-106.8406,SH 82/Maroon Crk./Castle Crk.,0
45.43146,-75.73314,Blvd. St.-Joseph  Rte. 105 /Rue Montcalm,0
39.71986,-104.8907,E. Lowry Blvd./N. Uinta Way,0
39.72373,-104.884,E. Lowry Blvd./Yosemite St.,0
39.59339,-106.097,SH 9/I-70 WB Ramps,0
34.13878,-118.6589,Parkway Calabasas/Camino Portal,0
39.74207,-105.2006,S. Golden Rd./Johnson Rd./16th St.,0
39.74062,-105.1984,S. Golden Rd./Lunnanhaus,0
39.73919,-105.1962,S. Golden Rd./Utah St.,0
39.73771,-105.1939,S. Golden Rd./Ulysses St.,0
39.10168,-108.5522,Horizon Dr./12th St.,0
44.56551,-88.09801,Glendale Ave./Hillcrest Heights,0
44.0405,-121.3166,SW Bond St./Reed Market Dr.,0
36.0738,-80.39124,Styers Ferry Rd./Utility Dr.  River Ridge Roundabout ,0
44.6728,-116.1177,Village Dr./Whitewater Dr.,0
33.47301,-111.9305,E. Oak St./N. 70th St.,0
47.62138,-122.3036,22nd Ave. E/E. Thomas St.,0
44.30645,-88.24948,CTH J/US 41 SB Ramps,0
38.88069,-94.79726,S. Ridgeview Rd./E. Loula St.,0
38.9291,-94.6583,110th St./Lamar Ave.,0
40.82835,-74.10118,Park Ave./Erie Ave.,0
40.73043,-74.25748,Midland Blvd./Highland Ave.,0
40.73111,-74.25972,Midland Blvd./Norfolk Ave.,0
40.33888,-74.65523,Faculty Rd./Elm Dr.,0
40.17772,-74.01782,10th Ave./B St.,0
40.17855,-74.02169,10th Ave./D St.,0
40.71691,-74.35757,Union Pl./Beechwood Rd.,0
39.1609,-119.7279,5th St./Edmonds,0
38.83472,-94.71741,W 161st Terr./W 163rd St./Flint St.,0
38.98233,-94.67347,Santa Fe Dr./Conser St.,0
27.95773,-82.44586,E. 4th Ave./Channelside Dr.,0
43.06136,-88.16629,Barker Rd.  CTH Y /North Ave.  CTH M ,0
39.70906,-105.0863,Allison Pkwy./Civic Center,0
39.71649,-105.1475,Arbutus Dr./W. 2nd Pl.,0
39.95764,-105.1719,5th Ave./Center Dr.,0
40.48121,-104.9887,Ptarmigan Bus Pk/near SH 392,0
43.0877,-77.67448,Andrews Memorial Dr./Lomb Memorial Dr.,0
38.74593,-77.58755,Tartan Hills Pkwy./Native Rocks Dr./Seagate Way,0
39.21333,-94.70781,National Dr./Ridge Rd.,0
36.83202,-76.2977,Crawford St./Bart St.,0
38.97569,-104.7756,Chapel Hills Dr./Divot Trl.,0
40.04742,-105.2474,St. Johns St./New Haven Ct.  Hampton Circle ,0
39.15884,-108.7336,Aspen Ave./Mesa St.  Park Square ,0
39.12518,-78.19009,Commonwealth Ct./ parking lot ,0
39.65086,-106.9551,I-70 Frontage Roads/US 6,0
48.45519,-122.5194,SR 20/Padilla Heights Rd.,0
48.39234,-122.4866,LaConner-Whitney Rd./Chilberg Rd./Morris Sr.,0
41.34204,-72.09873,Shaw St./Pequot Ave./Nameaug St./Driveway to Pfizer,0
39.76848,-86.15804,Market St./Meridian St.  Monument Circle ,0
39.97119,-86.07069,Hazel Dell Pkwy./E. 126th St.,0
39.97845,-86.07054,Hazel Dell Pkwy./E. 131st St.,0
40.54545,-105.0512,Silverwood Dr./Centennial Rd.,0
40.53008,-105.0542,Mt. Vernon Ct./New Bedford Dr./Ticonderoga Dr.,0
39.32223,-77.35181,Bennett Creek Ave./Bennett Creek Rd.,0
38.96827,-104.7667,Pine Manor Dr./Stoneglen Dr.,0
28.81465,-81.26805,E. Seminole Blvd./N. Park Ave.,0
39.74721,-105.0081,Chopper Cir./VIP Parking/9th St./Access Rd,0
39.32862,-77.35193,MD 355/Sugarloaf Pkwy.,0
38.95401,-104.7702,Windjammer Dr./Brigantine Dr.,0
44.01808,-88.58321,CTH E  Witzel Ave. /Washburn St.,0
39.3307,-77.35654,MD 355/Sprigg St.,0
39.33507,-77.35263,Bush Creek Dr./Major Smith Ln.,0
33.03622,-117.2859,Santa Fe Dr./Devonshire Dr./Rubenstein Ave.,0
47.31214,-122.2925,S 323rd St./32nd Ave. S,0
37.68898,-120.9352,Sylvan Ave./Millbrook Ave.,0
39.74451,-121.8527,W. 8th Ave./Magnolia Ave.,0
37.67451,-120.9305,Sharon Ave./Maid Mariane Rd.,0
43.3977,-88.161,Paradise Dr./CTH G,0
39.01377,-104.7995,Bridle Oaks Dr./Woodmont Dr.,0
39.3349,-77.3418,Sugarloaf Pkwy./Denison St.,0
37.75548,-121.9097,Watermill Rd./Watermill Rd.,0
33.67096,-116.2687,Jefferson St./Avenue 52,0
37.77097,-122.4319,Waller St./Steiner St.,0
43.48928,-96.68768,69th St./Southeastern Ave.,0
37.77158,-122.4422,Page St./Lyon St.,0
37.77242,-122.4356,Page St./Scott St.,0
38.97474,-95.31127,Overland Dr./Congressional Dr.,0
43.11224,-88.43968,Wisconsin Ave./Lake Dr.,0
39.01263,-104.8116,Sybilla Ln./ parking lot ,0
39.01775,-104.8125,Stout Dr./ parking lot ,0
39.73875,-121.8664,W. 8th Ave./Greenwich Dr.,0
37.76511,-121.9078,Watermill Rd./Albion Rd.,0
37.75982,-121.9082,Watermill Rd./Harcourt Way,0
42.69626,-83.1232,Tienken Rd./Sheldon Rd.,0
42.59179,-83.0111,Utica Rd./Dodge Park Rd.,0
40.57718,-105.1333,Cuerto Ln./ unknown ,0
42.60148,-83.03119,Van Dyke Ave.  M-53 /18 1/2 Mile Rd.,1
41.66512,-70.28732,Iyannough Rd./Barnstable Rd./Falmouth Rd.,0
44.17349,-93.25775,CR 12/I-35 NB Ramps,0
42.72324,-84.48238,Wilson Rd./Red Cedar Rd.,0
